(472.4989936191626, 247.6647336002209)
(399.3978776739025, 263.58157886090225)
(396.0524231303036, 268.7454725901021)
(400.99933166778055, 262.99956166739724)
(401.9989950025125, 260.49934875162813)
(402.9993283344528, 257.9995700007167)
(403.99899000252503, 255.4993612515969)
(319.4152015906436, 240.01521066492828)
(319.3470212532916, 240.0176188214566)
(262.00958589094125, 236.29461749914464)
(262.0739908759817, 236.22743823467567)
(425.0832152546624, 234.8471569869008)
(425.13319162226946, 234.81658839447053)
(406.298570368802, 231.86190906075237)
(405.9979700101499, 231.99884000579996)
(405.9979700101499, 229.99885000574997)
(441.85932897298653, 235.07810051269786)
(441.8400259915191, 235.12521366567856)
(429.8207258781518, 223.28744417813894)
(428.90632354160783, 225.17315319481077)
(429.9978500107499, 220.99889500552496)
(430.7954209922015, 222.18265235527804)
(392.3799607620039, 226.96164397050225)
(392.33942016285226, 226.97952225200135)
(360.57875759012757, 226.49110886432865)
(161.34586078718343, 225.67560297394948)
(161.39355485218212, 225.64455112716252)
(407.5552159262089, 220.2498164584863)
(334.3266468003973, 249.66167343319802)
(114.96615025135739, 209.77288605616826)
(114.96662834445722, 209.91659669446778)
(300.07957967554506, 222.89845381226644)
(266.977421807882, 225.31081069669685)
(461.49923083461533, 206.99965500057502)
(131.77952750128455, 211.02466902737186)
(131.8206473504116, 211.0662521170075)
(454.6216160600675, 201.9997306670258)
(120.45591100630396, 198.48271299247975)
(118.22206459280277, 199.2441787855394)
(120.98846402696643, 198.47694305392767)
(447.0809602483891, 191.20715552959757)
(447.16369022699763, 191.31631932780135)
(169.66327340119864, 188.3295667419985)
(423.1370059978396, 208.90183790087966)
(421.9989450026375, 212.49946875132815)
(422.999295001175, 209.99965000058336)
(423.99894000265004, 207.49948125129688)
(0.0, 0.0)
(460.7230965824793, 188.00621836243332)
(460.88868404947374, 187.91843499921404)
(0.0, 0.0)
(244.29868209286292, 184.86194147452312)
(243.99878000609996, 184.99907500462498)
(243.99878000609996, 182.99908500457497)
(131.51271934919023, 184.9613961835414)
(131.49967125082188, 184.99953750115625)
(129.4996762508094, 183.99954000115002)
(123.93916859545104, 180.39361140555502)
(123.999690000775, 180.49954875112815)
(230.3799769620023, 179.96164867050177)
(230.33944004015046, 179.9795280188718)
(198.57884285324062, 179.49113360115774)
(245.55535092609645, 173.24985562512032)
(152.49817508999817, 191.4838297884237)
(156.55538160513154, 197.38866956814493)
(153.49961625095938, 195.99951000122502)
(151.4996212509469, 194.99951250121876)
(143.4996412508969, 190.99952250119375)
(141.49964625088438, 189.99952500118752)
(93.52746224972942, 168.54393752264423)
(93.52872488175576, 168.54595763839566)
(281.90798117057903, 156.597665149962)
(285.99857000714997, 154.99922500387498)
(281.53325289526106, 156.69519332518283)
(294.04129911504276, 154.874806406492)
(344.5996554003446, 153.06651360015306)
(471.16579059710205, 144.73962075559328)
(471.08961351778396, 144.7524197170659)
(393.27239808278216, 147.24678071345056)
(393.2087879668127, 147.33733164610462)
(360.0242368908508, 147.0679468866071)
(360.03007710480995, 147.04817505443674)
(344.32897153957987, 140.71791263643266)
(344.203017436557, 140.73953935222724)
(286.9373206641746, 140.34366228521108)
(262.9998356251027, 143.49991031255607)
(262.9998356251027, 143.49991031255607)
(417.6624900417662, 187.4981250187498)
(334.3266468003973, 125.33082671679901)
(0.0, 0.0)
(0.0, 0.0)
(0.0, 0.0)
(164.58154277501316, 120.2145262183128)
(164.6110921902959, 120.01339616704257)
(478.1497833518737, 113.29796835374057)
(478.0548197494122, 113.33535203227414)
(281.9234406200571, 107.43366250676912)
(281.80569139398466, 107.46419949314524)
(182.59981740018262, 106.06656060010606)
(489.47080167936156, 100.99995608697562)
(489.60755513281066, 101.31366589392202)
(475.297168838603, 97.8197933820378)
(475.3446636742539, 97.70111573524744)
(136.9599121719586, 101.75773022684186)
(136.95928640008296, 101.8953369889143)
(120.59135894902398, 98.51609725287186)
(120.6190045408317, 98.41067913904317)
(361.44384977113737, 98.48910232940344)
(361.29625169182077, 98.49998783950767)
(231.2724136597038, 100.24678523268089)
(231.2088074848826, 100.33733730875454)
(198.02425261900459, 100.06795144971345)
(198.0300966228799, 100.04818071708665)
(400.46921678292387, 95.5986962201913)
(400.3716014898542, 95.65133000176283)
(182.3290130780308, 93.71792468771162)
(182.20306806154122, 93.73955403972268)
(84.4991550084499, 134.99865001349986)
(127.68579440173308, 87.93101426873234)
(126.77760874096612, 91.24432278534739)
(127.04342302459868, 87.71735316636818)
(130.3027933888605, 85.30287520689356)
(353.33324819279153, 84.39355396139261)
(353.45491424711713, 84.48674566558338)
(366.5992668014664, 82.1331690669952)
(161.22114741457278, 91.11050370775305)
(176.88474550054096, 268.0868699259975)
(140.17446967510824, 327.69810060498355)
(141.9996450008875, 324.49918875202815)
(142.99964250089377, 322.49919375201563)
(143.9996400009, 320.49919875200317)
(144.99963750090626, 318.49920375199065)
(147.99994307694496, 311.9998800000462)
(155.99961000097503, 295.4992612518469)
(156.99960750098126, 293.4992662518344)
(157.99960500098751, 291.4992712518219)
(158.99960250099377, 289.4992762518094)
(159.999600001, 287.4992812517969)
(160.99959750100626, 285.4992862517844)
(161.99959500101252, 283.4992912517719)
(162.99959250101875, 281.4992962517594)
(163.999590001025, 279.4993012517469)
(166.2887780297035, 275.4664830223447)
(175.9995600011, 254.49936375159064)
(180.99954750113127, 244.49938875152813)
(181.9995450011375, 242.49939375151564)
(182.99954250114376, 240.49939875150315)
(183.99954000115002, 238.49940375149063)
(184.99953750115625, 236.49940875147814)
(185.9995350011625, 234.49941375146565)
(186.99953250116877, 232.49941875145313)
(187.999530001175, 230.49942375144064)
(188.99952750118126, 228.49942875142816)
(189.99952500118752, 226.49943375141564)
(192.6958388201735, 219.47945515340754)
(190.49952375119065, 213.9994650013375)
(188.49952875117813, 212.99946750133125)
(186.49953375116564, 211.99947000132502)
(0.0, 0.0)
(0.0, 0.0)
(0.0, 0.0)
(0.0, 0.0)
(0.0, 0.0)
(346.9356087837106, 267.8755308685448)
(413.4989662525844, 412.9989675025813)
(415.9993066678222, 411.9993133344778)
(418.49895375261565, 410.9989725025688)
(420.9992983345028, 409.9993166678056)
(423.4989412526469, 408.9989775025563)
(425.99929000118334, 407.99932000113336)
(409.9993166678056, 407.99932000113336)
(429.99960909126446, 406.4996304548814)
(433.99927666787227, 404.99932500112504)
(408.9989775025563, 405.4989862525344)
(348.9997507144638, 404.9997107144924)
(436.49890875272814, 403.99899000252503)
(341.9997557144602, 403.9997114287776)
(438.9992683345528, 402.9993283344528)
(334.9997607144566, 402.99971214306277)
(441.49889625275944, 401.9989950025125)
(407.99932000113336, 402.9993283344528)
(327.9997657144531, 401.99971285734796)
(443.9992600012334, 400.99933166778055)
(321.4997320835566, 400.9996658336118)
(446.9992550012417, 399.9993333344445)
(449.4988762528094, 398.9990025024938)
(406.99932166779723, 399.9993333344445)
(451.99924666792225, 397.99933666777224)
(300.99978500015357, 397.9997157144888)
(454.49886375284063, 396.9990075024813)
(405.99898500253755, 397.49900625248443)
(293.99979000015, 396.999716428774)
(456.9992383346028, 395.9993400011)
(286.99979500014643, 395.9997171430592)
(459.49885125287193, 394.99901250246876)
(279.99980000014284, 394.9997178573444)
(461.99923000128337, 393.9993433344278)
(404.99932500112504, 394.99934166776393)
(464.9992250012917, 392.9993450010917)
(467.4988312529219, 391.99902000245004)
(403.99899000252503, 392.49901875245314)
(469.99921666797223, 390.9993483344195)
(472.4988187529532, 389.9990250024375)
(245.9998242858398, 389.99972142877044)
(474.9992083346528, 388.99935166774725)
(402.9993283344528, 389.99935000108337)
(238.99982928583623, 388.99972214305564)
(477.99920333466116, 387.9993533344111)
(480.49879875300314, 386.9990325024188)
(482.9991950013417, 385.99935666773894)
(485.49878625303444, 384.9990375024063)
(487.9991866680223, 383.9993600010667)
(401.4996350003318, 385.9996490912281)
(490.4987737530657, 382.99904250239376)
(492.99917833470283, 381.99936333439445)
(227.9998733334037, 385.9997855556747)
(495.99917333471114, 380.9993650010584)
(399.9993333344445, 381.99936333439445)
(498.49875375311564, 379.99905000237504)
(398.9990025024938, 379.4990512523719)
(505.99915666807226, 376.9993716677139)
(397.99933666777224, 376.9993716677139)
(509.99953636405786, 375.499658636674)
(513.9991433347611, 373.9993766677056)
(396.9990075024813, 374.49906375234065)
(361.9997414287561, 376.99973071447806)
(516.4987087532281, 372.9990675023313)
(228.99988550005725, 376.4998117500941)
(395.9993400011, 371.99938000103333)
(523.9991266681222, 369.99938333436114)
(394.99934166776393, 368.999385001025)
(362.99974071447093, 369.9997357144745)
(393.99901500246256, 366.49908375229063)
(392.9993450010917, 363.99939333434446)
(391.99902000245004, 361.4990962522594)
(527.9991200014667, 360.99939833433615)
(363.99974000018574, 362.99974071447093)
(390.9993483344195, 358.9994016676639)
(330.7551145487362, 358.7772994080452)
(526.9991216681306, 357.9994033343278)
(389.9990250024375, 356.49910875222815)
(525.9986850032875, 355.4991112522219)
(388.99935166774725, 353.99941000098335)
(230.99987166673796, 356.9998016667769)
(454.74681281829, 352.50550401919264)
(450.49887375281565, 350.99912250219376)
(457.9988550028625, 350.49912375219066)
(447.9992533345778, 349.9994166676389)
(387.9993533344111, 350.99941500097503)
(445.4988862527844, 348.9991275021813)
(443.4988912527719, 347.99913000217504)
(386.9990325024188, 348.49912875217814)
(340.02491499377123, 353.04991173752205)
(522.9991283347862, 347.99942000096667)
(458.99923500127505, 347.99942000096667)
(440.999265001225, 346.9994216676306)
(438.49890375274066, 345.9991350021625)
(459.99885000287503, 345.4991362521594)
(435.99927333454445, 344.99942500095835)
(385.99935666773894, 345.9994233342945)
(433.4989162527094, 343.99914000215)
(237.99983000012145, 346.9997521430342)
(431.4989212526969, 342.9991425021438)
(384.9990375024063, 343.4991412521469)
(231.99988400005802, 347.49982625008687)
(521.4995259095219, 343.9996872730116)
(460.99923166794724, 342.9994283342861)
(428.9992850011917, 341.99943000095004)
(426.49893375266566, 340.9991475021313)
(461.99884500288755, 340.4991487521282)
(423.99929333451115, 339.9994333342778)
(383.9993600010667, 340.9994316676139)
(519.9991333347778, 339.9994333342778)
(421.4989462526344, 338.99915250211876)
(462.9988425028938, 338.49915375211566)
(518.9987025032437, 337.4991562521094)
(416.49895875260313, 336.9991575021063)
(382.99936166773057, 337.99943666760555)
(238.99982928583623, 339.99975714303065)
(104.99994166669907, 340.9998105556608)
(414.49896375259067, 335.99916000210004)
(463.9992266679556, 335.99944000093336)
(411.9993133344778, 334.99944166759724)
(409.49897625255943, 333.9991650020875)
(464.99883750290627, 333.4991662520844)
(406.99932166779723, 332.999445000925)
(404.49898875252813, 331.999170002075)
(382.8732991678396, 333.42505740800635)
(402.4989937525157, 330.9991725020688)
(386.999355001075, 330.9994483342528)
(465.9992233346278, 330.9994483342528)
(399.9993333344445, 329.9994500009167)
(389.4990262524344, 329.99917500206254)
(239.99982857155103, 332.99976214302706)
(515.9991400014334, 329.9994500009167)
(397.49900625248443, 328.9991775020563)
(466.9988325029188, 328.4991787520531)
(467.99883000292505, 326.49918375204066)
(390.4990237524407, 325.9991850020375)
(387.9993533344111, 324.9994583342361)
(385.4990362524094, 323.99919000202505)
(468.9992183346361, 323.9994600009)
(237.01026041025557, 326.4879051914972)
(512.9987175032063, 322.49919375201563)
(240.99879500602495, 321.99839000804997)
(469.99882500293756, 321.4991962520094)
(118.55542382730687, 320.38853290163013)
(115.49971125072189, 318.99920250199375)
(470.99921500130836, 318.99946833421944)
(113.49971625070938, 317.99920500198755)
(111.49972125069688, 316.9992075019813)
(510.9991483347528, 316.99947166754725)
(471.99882000295, 316.49920875197813)
(241.9997983335014, 318.4997345835545)
(509.99872500318753, 314.49921375196567)
(105.49973625065938, 313.9992150019625)
(234.05812675403382, 316.4813810112018)
(103.49974125064688, 312.99921750195625)
(101.49974625063439, 311.99922000195005)
(508.9991516680806, 311.9994800008667)
(214.49989275005362, 310.99984450007776)
(99.49975125062188, 310.9992225019438)
(204.9998861111744, 309.99982777787346)
(97.49975625060938, 309.99922500193753)
(95.49976125059688, 308.9992275019313)
(507.99915333474445, 308.99948500085833)
(185.4999072500464, 307.999846000077)
(93.49976625058439, 307.999230001925)
(272.9998050001393, 306.99978071444235)
(91.49977125057188, 306.99923250191875)
(506.9987325031688, 306.49923375191565)
(265.9998100001357, 305.99978142872754)
(89.49977625055938, 305.99923500191255)
(505.99873500316255, 304.49923875190314)
(477.99920333466116, 301.9994966675056)
(478.9988025029938, 299.4992512518719)
(503.9991600014, 298.9995016674972)
(78.99998282609069, 300.99993456523157)
(68.49982875042814, 295.99926000185)
(66.49983375041563, 294.99926250184376)
(502.4995431822335, 294.99973181842563)
(487.4987812530469, 291.99927000182504)
(492.49876875307814, 289.9992750018125)
(494.999175001375, 288.99951833413616)
(389.9990250024375, 289.4992762518094)
(63.344045154379465, 291.89228480067646)
(483.998790003025, 287.4992812517969)
(390.9990225024438, 287.4992812517969)
(63.999840000400006, 287.4992812517969)
(388.2220231340052, 286.4101095332772)
(64.99983750040626, 285.4992862517844)
(484.9991916680139, 284.99952500079166)
(65.9998350004125, 283.4992912517719)
(485.99878500303754, 282.49929375176566)
(66.99983250041876, 281.4992962517594)
(67.999830000425, 279.4993012517469)
(487.99878000305006, 277.4993062517344)
(394.99901250246876, 277.4993062517344)
(68.99982750043125, 277.4993062517344)
(488.99877750305626, 275.4993112517219)
(69.99982500043751, 275.4993112517219)
(395.9993400011, 274.99954166743055)
(70.99982250044376, 273.4993162517094)
(489.99918333469446, 272.99954500075836)
(71.99982000045, 271.49932125169687)
(490.9987725030688, 270.49932375169067)
(72.99981750045626, 269.4993262516844)
(73.9998150004625, 267.4993312516719)
(492.9987675030813, 265.4993362516594)
(74.99981250046875, 265.4993362516594)
(493.99876500308756, 263.4993412516469)
(494.999175001375, 260.999565000725)
(495.9987600031, 258.4993537516157)
(496.99917166804727, 255.99957333404447)
(497.99875500311254, 253.4993662515844)
(500.9987475031313, 246.49938375154065)
(80.49998421568937, 253.99995019608818)
(501.9991633347278, 243.99959333401114)
(85.9997850005375, 242.49939375151564)
(502.9987425031438, 241.49939625150938)
(86.99978250054376, 240.49939875150315)
(87.99978000055, 238.49940375149063)
(504.38832845741285, 238.44417950646724)
(88.99977750055626, 236.49940875147814)
(503.2437734527465, 235.22190859301077)
(499.9991666680556, 233.99961000065002)
(89.99977500056251, 234.49941375146565)
(497.49875625310943, 232.99941750145626)
(90.99977250056875, 232.49941875145313)
(490.4987737530657, 229.99942500143752)
(91.99977000057501, 230.49942375144064)
(488.49877875305316, 228.99942750143126)
(92.99976750058126, 228.49942875142816)
(480.9991983346695, 225.99962333396113)
(93.9997650005875, 226.49943375141564)
(478.4988037529907, 224.99943750140628)
(475.9992066679889, 223.9996266672889)
(94.99976250059376, 224.49943875140315)
(473.4988162529594, 222.99944250139376)
(471.4988212529469, 221.99944500138753)
(95.9997600006, 222.49944375139063)
(468.9992183346361, 220.99963166728057)
(466.4988337529157, 219.999450001375)
(96.99975750060626, 220.49944875137814)
(463.9992266679556, 218.99963500060835)
(461.4988462528844, 217.99945500136252)
(459.49885125287193, 216.99945750135626)
(454.49886375284063, 214.99946250134377)
(451.99924666792225, 213.9996433339278)
(449.4988762528094, 212.99946750133125)
(446.9992550012417, 211.99964666725558)
(444.49888875277816, 210.99947250131876)
(442.49889375276564, 209.9994750013125)
(439.9992666678889, 208.99965166724724)
(481.99939750075316, 209.49973812532735)
(437.4989062527344, 207.99948000130001)
(434.99927500120833, 206.99965500057502)
(432.49891875270316, 205.99948500128752)
(480.9993987507516, 205.4997431253211)
(479.99940000075003, 201.49974812531485)
(106.99973250066876, 199.4995012512469)
(107.99973000067502, 197.49950625123438)
(478.99940125074846, 197.49975312530862)
(108.99972750068126, 195.4995112512219)
(109.9997250006875, 193.4995162512094)
(477.9994025007469, 193.49975812530235)
(110.99972250069376, 191.49952125119688)
(111.99972000070001, 189.4995262511844)
(476.99940375074533, 189.4997631252961)
(112.99971750070625, 187.4995312511719)
(113.99971500071251, 185.49953625115938)
(475.99940500074376, 185.49976812528985)
(433.49945812567734, 182.99977125028596)
(437.4994531256836, 181.9997725002844)
(441.49944812568987, 180.99977375028283)
(115.3887606791548, 182.4442417286203)
(474.9994062507422, 181.4997731252836)
(445.49944312569613, 179.99977500028126)
(449.49943812570234, 178.9997762502797)
(453.4994331257086, 177.99977750027813)
(457.49942812571487, 176.99977875027656)
(473.99940750074063, 177.49977812527734)
(461.49942312572114, 175.999780000275)
(465.49941812572735, 174.99978125027346)
(472.9976350118249, 173.99913000434998)
(476.48681295886183, 173.9998661539491)
(463.999536000464, 170.99982900017102)
(275.49982781260763, 168.99989437506602)
(283.4998228126108, 167.99989500006564)
(444.999555000445, 166.999833000167)
(291.49981781261386, 166.99989562506525)
(440.4994493756883, 165.9997925002594)
(299.499812812617, 165.99989625006484)
(307.49980781262013, 164.99989687506445)
(323.49979781262635, 162.99989812506368)
(422.49947187566016, 161.99979750025312)
(329.49958812551483, 161.99979750025312)
(491.49974131592563, 164.99991315794045)
(492.999507000493, 157.999842000158)
(493.9993825007719, 153.49980812523984)
(494.999505000495, 148.999851000149)
(495.999504000496, 143.999856000144)
(499.49973710540155, 127.99993263161441)
(500.99949900050103, 120.999879000121)
(370.9995362505797, 120.49984937518829)
(371.999628000372, 115.999884000116)
(374.99962500037503, 101.99989800010201)
(505.49973394750845, 99.99994736844876)
(375.9995300005875, 97.49987812515235)
(505.98626187765717, 93.01325892272618)
(376.999623000377, 92.999907000093)
(482.4993968757539, 86.99989125013595)
(475.99974947381605, 85.49995500002369)
(261.99981285727654, 83.99994000004286)
(269.49983156260527, 82.99994812503242)
(277.4998265626084, 81.99994875003203)
(456.9997594738108, 81.49995710528573)
(285.49982156261154, 80.99994937503165)
(449.99955000045003, 79.99992000008)
(293.4998165626147, 79.99995000003125)
(445.49944312569613, 78.99990125012344)
(378.99987366670877, 83.49997216667595)
(317.49980156262404, 76.99995187503008)
(419.9997789474848, 73.49996131580984)
(380.9995237505953, 74.49990687511641)
(403.49949562563046, 69.99991250010937)
(398.999601000399, 68.999931000069)
(394.4995068756164, 67.99991500010626)
(389.99961000039, 66.999933000067)
(382.77561838462356, 68.13330855758477)
